train_returns_Average,train_returns_Std,train_returns_Median,train_returns_Min,train_returns_Max,train_ep_lens_Average,train_ep_lens_Std,train_ep_lens_Median,train_ep_lens_Min,train_ep_lens_Max,learning_rate,value_loss,policy_loss,entropy,old_approx_kl,approx_kl,clipfrac,explained_variance,SPS,TimeSinceStart,VectorizedStep,GlobalStep,SingleStep
-0.46940008,151.19669,0.8315983,-7582.447,87.09236,9.355132778438367,7.355418434933559,10.0,1,40,0.0003,25.207012176513672,-0.02128845825791359,8.474257469177246,0.009418878704309464,0.009181024506688118,0.082415771484375,-5.9604644775390625e-06,167,97.81300592422485,16384,16384,2048
2.541264,25.730856,0.9783332,-1182.1478,96.0672,9.694249069093917,7.607539595259863,10.0,1,38,0.0002995081967213115,30.66075325012207,-0.014799254015088081,8.457182884216309,0.0023668501526117325,0.006405570078641176,0.09290771484375,0.0031539201736450195,166,197.11387538909912,32768,32768,4096
3.459797,9.090766,1.1559789,-114.9784,83.85548,9.690610125486803,7.793688329394163,10.0,1,36,0.0002990163934426229,18.137998580932617,-0.023555036634206772,8.41782283782959,0.002890579402446747,0.0077346134930849075,0.114697265625,0.01098567247390747,159,308.35960149765015,49152,49152,6144
3.701814,9.034772,1.1447678,-42.414433,101.389854,10.026210573078632,7.843410100040556,11.0,1,39,0.00029852459016393437,25.50889015197754,-0.018627870827913284,8.375530242919922,-0.0012929905205965042,0.00962008722126484,0.12164306640625,0.014145731925964355,158,413.9648869037628,65536,65536,8192
4.4380755,13.66169,1.7937467,-382.36893,110.44539,10.444976076555024,8.329464972128505,11.0,1,47,0.00029803278688524587,30.87893295288086,-0.029530508443713188,8.335411071777344,-0.0036810263991355896,0.009332176297903061,0.103314208984375,0.016331076622009277,158,515.7429258823395,81920,81920,10240
5.411919,10.598511,1.9121071,-10.072293,99.20619,10.83080684596577,8.513801801157388,12.0,1,41,0.00029754098360655737,24.947479248046875,-0.027769695967435837,8.265865325927734,0.005744699388742447,0.010075983591377735,0.125054931640625,0.013790667057037354,156,628.28284907341,98304,98304,12288
5.8379216,14.491103,2.0404048,-69.46325,418.1255,11.116053169734151,8.641361986328778,12.0,1,73,0.0002970491803278688,24.166179656982422,-0.021049095317721367,8.189765930175781,0.0172735583037138,0.009293222799897194,0.115069580078125,0.013321638107299805,149,769.0213482379913,114688,114688,14336
6.283866,11.56058,2.2147927,-10.335127,120.048515,11.178202479338843,8.851259428077698,12.0,1,45,0.0002965573770491803,28.96135902404785,-0.02726839855313301,8.133076667785645,0.011601366102695465,0.009596758522093296,0.114630126953125,0.014942049980163574,148,880.272118806839,131072,131072,16384
6.6600695,11.557519,2.3083122,-68.58159,89.25406,11.479630635524172,9.028998070909822,13.0,1,44,0.0002960655737704918,34.02655029296875,-0.018271461129188538,8.093551635742188,-0.0019130352884531021,0.009567313827574253,0.1143310546875,0.028316378593444824,147,1001.8628127574921,147456,147456,18432
6.566623,23.328156,2.4550676,-563.0908,688.50433,11.53946652150245,9.017505164333492,13.0,1,91,0.00029557377049180326,72.1943130493164,-0.02194894850254059,8.03566837310791,0.027699748054146767,0.01031968928873539,0.09888916015625,0.026168465614318848,148,1103.7626769542694,163840,163840,20480
7.193696,11.963085,2.5663128,-8.873773,133.72543,11.701744513224536,9.06258874070643,13.0,1,46,0.0002950819672131147,34.082698822021484,-0.01484154723584652,7.978283405303955,0.011326642706990242,0.010002740658819675,0.11580810546875,0.008320927619934082,150,1195.378351688385,180224,180224,22528
7.9880786,14.288429,2.7042825,-15.72798,134.78406,12.238095238095237,9.200956274859807,14.0,1,45,0.0002945901639344262,32.120452880859375,-0.020754046738147736,7.900123119354248,0.014289576560258865,0.009834772907197475,0.117987060546875,0.01571333408355713,141,1387.838406085968,196608,196608,24576
9.414085,57.84837,2.8163488,-84.545715,2275.5896,12.211606096131302,10.011500134101253,14.0,1,159,0.0002940983606557377,223.3031768798828,-0.02150600776076317,7.839858531951904,0.01849101111292839,0.009778067469596863,0.10574951171875,0.005496025085449219,137,1552.5207884311676,212992,212992,26624
8.232387,13.605079,3.0229845,-26.257877,110.65535,12.17038777908343,9.412238811786354,14.0,1,42,0.00029360655737704916,37.71458053588867,-0.018660295754671097,7.760879993438721,0.023232679814100266,0.012158120051026344,0.109381103515625,0.029416382312774658,139,1641.920184135437,229376,229376,28672
8.61478,13.866767,3.2234204,-102.46748,148.3207,12.484578884934757,9.47692142888614,15.0,1,45,0.0002931147540983606,26.88565444946289,-0.019981127232313156,7.671966075897217,0.015144407749176025,0.01436096616089344,0.1224365234375,0.0462377667427063,141,1733.293224811554,245760,245760,30720
8.537863,13.552391,3.1970797,-123.20092,100.010826,12.540785498489425,9.54635682803278,15.0,1,44,0.0002926229508196721,26.72816276550293,-0.012226540595293045,7.618667125701904,-0.005217151716351509,0.010307108983397484,0.112518310546875,0.03863513469696045,143,1822.7628076076508,262144,262144,32768
9.482225,15.845929,3.5254834,-29.632298,240.15799,12.971587399629401,9.631720455115952,15.0,1,56,0.00029213114754098355,49.01827621459961,-0.020345337688922882,7.563313007354736,0.005776882171630859,0.010782703757286072,0.122918701171875,0.023635506629943848,145,1908.5413389205933,278528,278528,34816
9.6633415,15.165355,3.3646843,-20.555822,196.47345,12.788046826863832,9.76914957877962,15.0,1,51,0.00029163934426229505,36.76544952392578,-0.026515798643231392,7.482520580291748,0.018150707706809044,0.012379441410303116,0.118048095703125,0.017755568027496338,147,1994.346304178238,294912,294912,36864
9.934342,15.042455,3.8706372,-53.225338,135.09589,13.015151515151516,9.760051680981356,15.0,1,44,0.00029114754098360655,47.14593505859375,-0.028133071959018707,7.39579439163208,0.011760352179408073,0.011203201487660408,0.122052001953125,0.019150495529174805,149,2078.349705696106,311296,311296,38912
10.353224,15.365485,3.6486967,-10.217964,121.27574,13.094936708860759,9.921137117531185,15.0,1,42,0.000290655737704918,36.814979553222656,-0.010516323149204254,7.326606273651123,0.010111724957823753,0.012561327777802944,0.12596435546875,0.020386934280395508,151,2164.8825924396515,327680,327680,40960
10.766217,16.15992,4.014212,-87.691185,180.01097,13.361592806679512,9.957566464610474,15.0,1,49,0.00029016393442622945,48.349327087402344,-0.02772235870361328,7.261268138885498,0.003720143809914589,0.011634090915322304,0.123211669921875,0.028199195861816406,153,2248.6681950092316,344064,344064,43008
10.806061,16.201376,4.2121964,-19.740244,159.4787,13.414494596312778,9.92238633049265,15.0,1,47,0.00028967213114754095,46.641929626464844,-0.021193914115428925,7.186489582061768,-0.005932524800300598,0.0130831403657794,0.115850830078125,0.022369027137756348,154,2334.114129781723,360448,360448,45056
10.965668,16.623732,3.7495818,-71.294,124.70171,13.292714377820761,10.149530251584713,15.0,1,42,0.00028918032786885245,27.529829025268555,0.004237789660692215,7.139427661895752,0.036428261548280716,0.013567468151450157,0.124688720703125,0.03470975160598755,155,2420.3740570545197,376832,376832,47104
12.030477,17.732899,4.6589804,-15.660957,166.3205,13.914935064935065,10.21889822045113,16.0,1,58,0.0002886885245901639,44.27934646606445,-0.030116716399788857,7.063586711883545,0.035414911806583405,0.013170492835342884,0.129608154296875,0.02192056179046631,156,2506.8026943206787,393216,393216,49152
11.424869,19.136623,4.036666,-257.06427,136.98918,13.604125083167,10.316271227801503,15.0,1,48,0.0002881967213114754,43.58378601074219,-0.0260058231651783,6.988728046417236,0.02283509261906147,0.010375229641795158,0.132611083984375,0.04751056432723999,158,2589.149132490158,409600,409600,51200
11.602356,17.699738,3.903899,-49.466248,159.5037,13.444147157190635,10.31773115137839,15.0,1,47,0.00028770491803278684,50.67852783203125,-0.025550633668899536,6.930858612060547,0.01820671372115612,0.01208566501736641,0.133782958984375,0.03175163269042969,159,2673.609356880188,425984,425984,53248
12.84075,19.476694,4.638828,-119.75641,205.30084,13.979039891818797,10.620325412015251,16.0,1,59,0.00028721311475409834,59.94292449951172,-0.024288423359394073,6.867699146270752,0.02118653431534767,0.01187967974692583,0.1334716796875,0.035894155502319336,160,2756.3730838298798,442368,442368,55296
14.112167,21.590853,5.236198,-24.019072,214.915,14.679284239504474,10.683088837013594,16.0,1,54,0.0002867213114754098,63.263206481933594,-0.0273173525929451,6.810913562774658,0.02973068132996559,0.013265338726341724,0.12908935546875,0.033209264278411865,161,2837.6174685955048,458752,458752,57344
14.308991,44.14624,4.925724,-396.83813,1440.7579,14.203856749311294,11.277542300168788,16.0,1,128,0.0002862295081967213,65.5912094116211,-0.033432722091674805,6.7644877433776855,0.02233993075788021,0.011080987751483917,0.137139892578125,0.029193997383117676,162,2921.3735280036926,475136,475136,59392
12.995994,18.820803,4.985553,-13.827421,146.08728,14.129316181448884,10.488356397049973,16.0,1,46,0.0002857377049180328,39.06796646118164,-0.017684008926153183,6.695072174072266,0.04108080267906189,0.012607195414602757,0.14027099609375,0.04833132028579712,163,3005.6057057380676,491520,491520,61440
12.549056,17.804928,4.927799,-64.0479,160.42111,13.825644504748983,10.476185782364771,16.0,1,47,0.00028524590163934424,49.02140808105469,-0.026346804574131966,6.649033069610596,0.014436790719628334,0.013230995275080204,0.1517333984375,0.04514884948730469,164,3087.705201625824,507904,507904,63488
12.755737,25.716934,4.971052,-515.21674,266.2549,14.151410874053681,10.748027223638507,16.0,1,58,0.0002847540983606557,70.25302124023438,-0.024681633338332176,6.573544025421143,0.013412103056907654,0.011244154535233974,0.137030029296875,0.07657378911972046,165,3170.0401225090027,524288,524288,65536
13.590078,21.502834,5.0807395,-25.250288,236.0512,13.722260990928122,10.88015857307646,16.0,1,55,0.0002842622950819672,87.93730926513672,-0.02171805500984192,6.507217884063721,0.028475699946284294,0.013271646574139595,0.151824951171875,0.03509247303009033,166,3252.6191504001617,540672,540672,67584
