train_returns_Average,train_returns_Std,train_returns_Median,train_returns_Min,train_returns_Max,train_ep_lens_Average,train_ep_lens_Std,train_ep_lens_Median,train_ep_lens_Min,train_ep_lens_Max,learning_rate,value_loss,policy_loss,entropy,old_approx_kl,approx_kl,clipfrac,explained_variance,SPS,TimeSinceStart,VectorizedStep,GlobalStep,SingleStep
1.645968,7.638437,0.6921876,-109.34529,87.56643,8.854220899962812,6.974128853036232,9.0,1,39,0.0003,20.4913387298584,-0.03112213686108589,8.460494995117188,0.006398163735866547,0.010162228718400002,0.114984130859375,-0.0005898475646972656,135,120.55861043930054,16384,16384,2048
2.4333417,7.8841934,0.8284857,-57.07157,119.72151,9.196023856858847,7.384211846087573,9.0,1,44,0.0002995081967213115,18.620838165283203,-0.004105349536985159,8.420004844665527,0.009302383288741112,0.009932905435562134,0.111614990234375,0.006444573402404785,127,257.89059805870056,32768,32768,4096
3.3055267,10.011154,1.0794686,-117.22145,190.70706,9.96,7.7499120538303705,10.0,1,51,0.0002990163934426229,20.921178817749023,-0.020999588072299957,8.376143455505371,0.01829839125275612,0.01097810547798872,0.118017578125,0.009429693222045898,128,381.1718075275421,49152,49152,6144
3.5608947,9.169483,1.4189982,-100.62513,99.50944,9.91958670260557,7.893000926183882,10.0,1,40,0.00029852459016393437,24.76466178894043,-0.02142343297600746,8.322216033935547,0.007705904543399811,0.009663711301982403,0.119976806640625,0.012911796569824219,129,507.99370551109314,65536,65536,8192
4.0899253,9.51638,1.5038462,-76.9765,86.00781,10.280521901211557,8.103740401080463,11.0,1,43,0.00029803278688524587,20.368730545043945,-0.028516337275505066,8.264270782470703,-0.006552310660481453,0.010115794837474823,0.1236572265625,0.018696069717407227,122,669.9121799468994,81920,81920,10240
4.6324425,9.706915,1.7728267,-45.316177,128.14246,10.650801359883438,8.353817581060635,11.0,1,43,0.00029754098360655737,27.96011734008789,-0.024850454181432724,8.22495174407959,0.009728912264108658,0.011217139661312103,0.11663818359375,0.026910483837127686,114,860.0948791503906,98304,98304,12288
5.5692625,10.48509,2.1180172,-51.641052,85.47061,11.237480640165204,8.538133323703859,13.0,1,39,0.0002970491803278688,25.62484359741211,-0.018817532807588577,8.169768333435059,0.010074388235807419,0.010481202974915504,0.11141357421875,0.02153325080871582,116,982.9560737609863,114688,114688,14336
5.966846,10.635086,2.2466052,-38.162556,99.35303,11.453263707571802,8.590740266702058,13.0,1,41,0.0002965573770491803,18.72689437866211,-0.020744286477565765,8.09842586517334,0.027001332491636276,0.009677371941506863,0.120440673828125,0.02115190029144287,119,1094.8834569454193,131072,131072,16384
6.073813,10.56346,2.3113666,-57.83553,89.31717,11.363588110403397,8.686383606631539,13.0,1,38,0.0002960655737704918,21.81960678100586,-0.03079303540289402,8.034122467041016,0.021682215854525566,0.012610416859388351,0.110614013671875,0.021299242973327637,116,1270.1138224601746,147456,147456,18432
7.3478785,11.671712,2.662527,-45.292225,103.08787,12.162597114317425,9.033522445436239,14.0,1,39,0.00029557377049180326,32.85225296020508,-0.020467089489102364,7.990397930145264,-0.004335004836320877,0.009414127096533775,0.106646728515625,0.015313327312469482,118,1385.8336222171783,163840,163840,20480
6.9128394,11.920395,2.622038,-116.53693,128.16794,12.009019165727171,8.95547849598664,14.0,1,43,0.0002950819672131147,28.726009368896484,-0.024023421108722687,7.902729034423828,0.0027102287858724594,0.010051649063825607,0.11484375,0.027136921882629395,119,1512.0631322860718,180224,180224,22528
7.2968354,11.748631,2.7346594,-7.303788,121.711586,11.722961249277038,9.12880322157215,14.0,1,43,0.0002945901639344262,23.945077896118164,-0.011151245795190334,7.819706439971924,0.0076144784688949585,0.010400566272437572,0.11573486328125,0.014116048812866211,121,1615.7007021903992,196608,196608,24576
7.498832,11.159147,2.8206868,-38.184757,90.770515,12.042358328563251,9.0212769383269,14.0,1,37,0.0002940983606557377,26.336885452270508,-0.02672249637544155,7.729407787322998,0.01449376530945301,0.010185577906668186,0.117938232421875,0.01941460371017456,123,1720.5242133140564,212992,212992,26624
7.843312,14.723424,2.9091077,-279.37976,119.95261,12.29745712596097,9.32441074585027,14.0,1,44,0.00029360655737704916,70.31784057617188,-0.026142898947000504,7.682964324951172,0.004607280716300011,0.010704129934310913,0.11234130859375,0.03873598575592041,125,1822.0736203193665,229376,229376,28672
8.887752,13.746589,3.4271655,-12.636055,233.39734,12.864897466827504,9.345587743580444,15.0,1,56,0.0002931147540983606,39.80867004394531,-0.029149189591407776,7.607246398925781,0.02009330876171589,0.01604238897562027,0.114117431640625,0.014399886131286621,127,1922.8364901542664,245760,245760,30720
9.137315,13.4512005,3.4293902,-18.514847,122.45789,12.815328907664453,9.428365714785746,15.0,1,43,0.0002926229508196721,48.181617736816406,-0.030124394223093987,7.541672229766846,0.00029366277158260345,0.012090994045138359,0.115673828125,0.01878941059112549,129,2022.3113059997559,262144,262144,32768
8.959445,14.200275,3.2146769,-62.508724,169.26141,12.428397318708106,9.55231391912958,14.0,1,48,0.00029213114754098355,38.453041076660156,-0.027627132833003998,7.466732501983643,0.015896115452051163,0.012708799913525581,0.11697998046875,0.01856708526611328,131,2119.9496762752533,278528,278528,34816
